gakkai-0000000035	高感度光電流センサの開発	1A以下の小電流領域を検出できる高感度光電流センサを開発し、その特性を調べた。ベルデ定数の大きいYIGを用いてリングコア型の構造にし、帯域通過フィルタを用いてノイズ分を除去することにより高感度化した。最小10mA、ダイナミックレンジ1Aの測定ができた。今後は、ノイズレベル低減、光量(直流分)増化を施すことにより、1mAからμAオーダの測定をめざす。
gakkai-0000000038	オペアンプタイプ集積化磁気センサの開発	近年センサは単体のものから多機能かつ高性能な集積化センサが求められている。 これまでに磁気検出を目的とするインテリジェントセンサとして、磁気センサにオペアンプの機能を持たせた集積化磁気センサが報告されている。今回、新型磁気検出素子の導入により、検出部の感度を向上させ、オペアンプタイプの集積化磁気センサの向上をはかった。その結果、磁気検出素子単体では53%, Tの比感度を得、線形性は良好であった。この素子を用いて構成したオペアンプタイプ集積化磁気センサでは、シミュレーションにおいて、2.5V/T(100倍の増幅回路)の出力を得た。
gakkai-0000000041	回転型電位計	回転セクタ電位計は電子写真感光膜の表面電位や摩擦帯電電位のように比較的高電位で均一な荷電体の長時間測定に優位な測定器として使用されているが、取扱の簡便さと相俟って高感度化への要請もある。誘起電圧波形の解析については以前報告した。翼数や抵抗値の差異による特性上の違いは解析結果から一応の説明はつくが、特性曲線だけでは必ずしも明確とは言えない。今回はジュウコウスーの写像を基に電極間の電界分布を求め、感度に及ぼす影響について一応の知見を得ることができたので報告する。更に、回路的に感度を高める方法としてウィーン・ブリッジ型バッファを試み、微少電位検出用としての可能性について調べた。
gakkai-0000000044	Tan δ 計測法による塗膜劣化試験用対極の設定距離について	防錆用塗膜の非破壊試法の一つとしてさきにtan δ計測法を提案し、さらにtan δ周波数特性から劣化面積を推定する等かなり良好な結果を得ているが、最近はその実用化についても検討を進めている。本方式では塗膜の劣化を測定するための電極(対極)を水中に投入する必要があるが、対極の設定距離は被測定物の劣化面積が小さく被測定系のインピーダンスが大きい場合は殆んど問題とならない。しかし劣化が進んでインピーダンスが低下すると対極間の溶液抵抗によってtan δ値が変化し、劣化面積推定に誤差を生ずることを実験により確かめ、測定精度を保つためには対極の設定距離を一定にする必要があることを述べた。
gakkai-0000000047	磁気を用いた応力測定の基礎実験	本文は、磁気回路を用いて応力を測定する基本的な実験の報告である。実験は、試料鉄片の一端を固定し 試料中央の下部に支点を設け、他端に試料上面から下方に力を加え試料を変位させ、試料上面に設置したコイルの誘起電圧を測定するものである。この結果試料の変位すなわち試料内の応力の変化に伴ってノイズ電圧が直線状に増加することがわかった。
gakkai-0000000050	自動平衡型マイケルソン干渉計における光位相補償方法について	自動平衡型マイケルソン干渉計では、参照光路に用いる補償用圧電素子のヒステリシスを取り除くことが重要である。今回は、位相補償用圧電素子駆動電圧を断続することにより圧電素子のヒステリシスの影響を受けることなく信号光路の位相変化量の測定がおこなえることを示した。
gakkai-0000000053	積層型圧電アクチュエータのリニア駆動のための基礎実験	積層型圧電アクチュエータを電圧駆動すると、アクチュエータの変位量は駆動電圧に対してヒステリシスを示す。そこで、このヒステリシスを減少させるために、積層型圧電アクチュエータの駆動電圧を三角波一振幅変調し、その変位を、ゼーマンレーザを用いた2光路マイケルソン干渉計で測定した。この結果、積層型圧電アクチュエータのヒステリシスが減少することがわかった。
gakkai-0000000056	ワンチップマイコン・超音波を用いた水流及び水温の一計測法	超音波流速計は、ローター型の流速計に比べ摩擦等がないことから、微流速の測定に向いていると思われるが、その中でもよく用いられている方式には、シングアラウンド法、伝搬時間差法、伝搬時間逆数差法などがある。しかし、mm, s単位の液体の流れを計測するには、シングアラウンド法では、測定時間が長くかかり、また他の方法では、市販されている部品で簡単に制作できない等の欠点がある。今回報告する繰り返し型伝搬時間逆数差法は、シングアラウンド法のように受信波を整形し、再び発振し、その繰り返しがある設定回数になるまでの時間を基準周波数で計測する。その計測値の逆数の差から、流速を算出する。
gakkai-0000000059	誘導加速器による慣性核融合用イオンビームの研究	ここで招介するのは、イオンビームを慣性核融合のドライバーとして用いるための研究である。今回使われた実験装置は、誘導加速器(SHUS),イオンダイオードおよびイオン源で構成され、誘導加速器はパルスパワー技術による高出力パルスによるイオン加速電圧を給し、イオン源にはフラッシュボードによるプラズマ打ち込み方式を用いた。ここでプラズマ量により、ダイオードのインピータンスコントロールを目的とする実験を行った。発表時には、実験で得られたイオン源及びダイオードの諸特性を述べる。
gakkai-0000000062	マイクロ波プラズマを陰極とする直流放電特性	イオンビームミリング装置用のイオン源は、長寿命化の点から熱陰極として用いているフィラメントを無くすことが望まれている。筆者らは、永久磁石の磁界とマイクロ波を組み合わせた有磁場マイクロ波放電により生成したプラズマから電子を引出し、フィラメントの代用となる可能性を確かめた。マイクロ波放電室と真空容器との間に2枚の多孔電極を設け、プラズマに接する電極を負電位、他方を接地電位として電子を引出したところ、60V以上で1A以上の電子電流がマイクロ波プラズマから真空容器へ引出された。さらに、真空容器内に正電位の電極を置き、電子を再加速すると、直流放電が生じることを確認した。
gakkai-0000000065	トリガ電流制御による自動予備電離TEA-CO_2レーザの出力改善(II)	TCC回路によってトリガ回路内へ注入する電荷量を制御すると、ある条件でアーク転移率が減少しレーザ出力は増大することがわかった。またTCC回路内のギャップが作動する前に注入される電荷量があるしきい値を下回ると、ギャップ作動後に如何に大きな電荷量を注入しても同じアーク転移率を維持できないことが判明した。例えば、アーク転移率を15%以下に抑える場合、トリガ回路内へ注入する電荷量のしきい値は約6.6μCであった。
gakkai-0000000068	ワイヤ溶断を用いたパルスパワー発生における周囲媒質の効果	現在パルスパワー発生装置は容量性エネルギー蓄積方式が主流であるが、大型な装置となる。それに対し、誘導性エネルギー蓄積方式は、コンパクトで軽量な装置実現の可能性を持ち注目されているが、大電流を遮断できるオープニングスイッチが必要であり、この点に問題を残している。今回、誘導性エネルギー蓄積方式パルスパワー発生装置の性能の向上を目的として、オープニングスイッチであるワイヤ溶断の周囲媒質による影響を調べた。周囲媒質としては、水、空気、液体窒素を用いたが、特に液体窒素中における結果が、注目に値するものであったことを報告する。
gakkai-0000000071	簡便なREB発生装置の開発	大電力粒子ビーム発生にはパルスパワー発生器が必要であるが、現在使用されている容量性エネルギー蓄積方式のパルスパワー発生器は巨大で重く不便である。そこで容量性エネルギー蓄積方式より小型、軽量な誘導性エネルギー蓄積方式のパルスパワー発生器が注目を集めている。ここではこの誘導性エネルギー蓄積方式のパルスパワー発生器AMAKUSA-Iを用いた電子ビーム発生装置について述べる。AMAKUSA-Iは最大出力電圧150kVで、これによってパルス幅500ns、ビーム電流400Aの電子ビームを発生することができた。
gakkai-0000000074	超音波振動子を利用したパルス発振CO_2レーザー-振動周波数の影響-	全反射ミラーを超音波振動子で振動させることにより、出力をパルス化した炭酸ガスレーザについて、超音波振動周波数がパルス出力に与える影響を実験的に調べた。超音波振動子の共振周波数(20KHz)付近では、1周期内に複数のパルス発振が生じてしまうが、それよりかなり高い80KHz付近になると、1周期1回で、低周波時に比べ、パルス幅がせまく、尖頭パワーの大きな発振が得られた。
gakkai-0000000077	二種類の液晶を混合したときの電界効果の変化について	二種類の液晶MBBAとネマティック液晶TK-LQ1012の電界効果特性を検討した結果、直流電圧の印加に対して両者は著しく異なった特性を示した。そこで、これらを混合したときの混合率に対する特性の変化を実験的に検討した。液晶の厚さは10μmである。9Vの印加に対しMBBAとTK-LQ1012の偏光角は約20゜回転し、その回転方向は全く逆であった。両者1:1の場合に透過光強度は最も強く、回転方向はTK-LQ1012と同様に約80℃であった。TK-SQ1012が2に対して、MBBAが1のときは透過光強度はきわめて小さく、偏光の回転角もきわめて小さくなる結果を得た。
gakkai-0000000080	クラウンガラスマイクロレンズの炭酸ガスレーザー加工と結像特性	炭酸ガスレーザーにより、クラウンガラスのマイクロレンズを作製し、その光学的特性を干渉計法や光線追跡法で評価した。その結果、炭酸ガスレーザーのエネルギーや照射面積の条件設定によって樽型と糸巻型の歪曲収差を有するレンズが任意に加工できることを明らかにした。特に糸巻型歪曲収差レンズは炭酸ガスレーザーのエネルギーを大きくすると同時にエネルギー密度を高める必要があることを明らかにした。
gakkai-0000000083	核融合試験装置用フライホイール発電機の並列運転	核融合試験装置電源用フライホイール発電機の定格容量やはずみ車効果の異なる2台を並列運転する場合において、負荷パターンをパルス状に設定してシミュレーション計算を行った。有効電力ははずみ車効果の比に分担され、無効電力は横流補償回路に設定する分担比によって定まり、電圧降下は単独運転の場合と同様にAVRゲインによって決まる。位相差は本検討の範囲では十分に小さく安定性に問題はない。
gakkai-0000000086	高電圧スイッチとしての大気中ギャップの特性	大気中ギャップで破壊が起ると直ちにアーク放電にならず、まずグローが現われその後アークに進む。従ってギャップ間電圧は階段状となる。この階段放電を支配する因子は色々とあるが、回路条件、ギャップ長などの因子の影響についてしらべた。
gakkai-0000000089	負荷電流にリプルの乗らないクローバ回路の転流回路への応用と計算	負荷電流にリプルの乗らないクローバ回路はクローバ後ではブリッジ回路を構成するので、平衡条件が満たされていれば電源回路と負荷回路は電気的に干渉しない。さらに大容量のコンデンサを負荷側に挿入すれば、転流回路として使用できる。本報告ではこの転流回路を計算して波形に影響する因子を調べて、クローバ後の位相特性について吟味する。そして平衡条件が満たされている場合の回路を計算して、しゃ断に適切な転流電流を生成するための因子の数値算出法を述べる。とともに実験結果についても報告する。
gakkai-0000000092	インダクタ鉄心の飽和特性を考慮したPFNの特性解析	近年粒子加速器などの分野において大電力長パルスのパルスパワー回路技術が注目を集めている。その中で、コンデンサとインダクタから成る多段の梯子型パルス成形回路(PFN)を用いる方法が多く利用されている。このPFNに用いられるインダクタは鉄心入り構造を採った場合、飽和特性が問題となる。本稿では、負荷短絡などによる異常時にインダクタ鉄心が飽和すると、インダクタに過電圧が発生することと、飽和特性を適切に選べば、過電圧を実用上支障ない値に抑制可能であることを、数値解析シミュレーションにより示した。
gakkai-0000000095	C_3F_6ガスの直流電圧放電時間遅れ	C_3F_6ガスの直流ステップ電圧印加時における、放電時間遅れのデータを測定した。紫外線照射および非照射における測定で1.0気圧と2.0気圧の下、平等電界中での測定である。このデータをもとにしてラウエプロットを作成したところ、2.0気圧の場合非照射時においては照射時なみの電子放出を示し、気圧の高い場合は初期電子の放出が多くないていると考えられる。
gakkai-0000000098	SF_6/空気の混合ガス中での部分放電エネルギー量と分解ガス量の関係	SF_6(90%), 空気(10%)の混合ガス中において、水分量をかえてリサージュ図形法により放電エネルギー量を測定し、総放電エネルギー量を算出し、分解ガス量との対応を行った。分解ガス量は、水分量よりも総放電エネルギー量のほうが大きく影響することがわかった。また、極端に水分量が多いと放電しにくくなり、その結果分解ガスの発生量も小さくなる。
gakkai-0000000101	混合ガスの放電特性	パルスレーザーなどに使用される、ヘリウム主体混合ガスのパルス放電特性を求めた。その結果、ヘリウム主体混合ガスのパルス放電特性は、ヘリウム単独と比べ放電電圧が高く、圧力特性も異なることが確認された。
gakkai-0000000104	ベイパーミスト誘電体の交流・直流破壊特性	ベイパーミスト誘電体はハロルドにより見いだされ、著しい破壊電圧の向上が報告されたが、厳密な実験環境下でその効果が実証されているとは言い難い。ベイパーミストの効果を調べるために、実験条件のよく分った手法を用いて実験したのがこの報告である。本報告では、C_2Cl_3F_3を用いてベイパーとミストが各々どのように破壊電圧の向上に寄与しているかを、平等・不平等電界下で交流・直流破壊特性を調べた。その結果、平等電界下ではミストを発生させても破壊電圧は僅かに上昇するだけで、著しい耐電圧の向上は交流・直流電圧の両場合について認められなかった。一方、不平等電界のときは交流・直流の両場合ともミストの効果が著しく、破壊電圧の上昇が確認された。
gakkai-0000000107	フレオンの沸点付近におけるミスト形成の破壊電圧に与える影響	温度を絶縁媒体となる物質の沸点付近とすることによりミストが形成されると考えられており、沸点付近で破壊電圧の温度特性を求めた結果はいくつか報告されている。しかし、これらの結果には温度変化による気体密度変化の影響が含まれていると考えられるため、ミスト形成の影響は明確にされていない。また、沸点付近におけるミストの形成についても確認されていない。そこで、ガス状態での破壊電圧の温度特性を理論値として求め、測定値との比較によりミストの形成が破壊電圧に与える影響について調べた。さらに、フレオンの沸点付近におけるミストの形成についても気圧の温度特性を求めることにより確認した。
gakkai-0000000110	電子エネルギー分布関数のボルツマン方程式解析 27.ルジャンドル展開によるTOFパラメータの決定	筆者らはルジャンドル展開によるボルツマン方程式法によってTOFパラメータを求める方法の開発を目指して研究を続けてきた。その結果として縦方向に関しては無限次の係数まで、横方向に関してはD_T(横方向拡散係数)まで求める方法を確立し、3項近似法で計算を行って解析方法の妥当性を調査してきた。高次の係数に関しては解析例はほとんどなく充分な解の正当性の把握はしきれていないが、Wr(重心の移動速度),Wm(平均到達時間移動速度),D_L(縦方向拡散係数),D_Tに関しては我々が解析対象としたガスすべてにおいて満足できる結果を得ている。本報告の目的は、開発した解析方法について最終的なツメとして整理しておくことにある。
gakkai-0000000113	電子の非等方散乱の基礎特性	軸に対してθ′方向に入射衝突した電子がθ方向に散乱される確率分布を、電子の非等方散乱特性の単純なモデル3種について検討を行った。散乱角Xに対して(a)1+mcosx,(b)(4(1)4-mπ)(1-sinx) (c)(1(1)m+1)(1+m, 2(3cos^2x-1))で表示される非等方散乱の結果が、θ方向に比較的きれいにフーリエ級数表示できる散乱確率分布をとることが判った。このような表示はモデル非等方散乱の導入を容易にするものと考えられる。
gakkai-0000000116	Path integral法によるHe中のH^+イオンの速度分布の計算	イオンの速度分布はその質量が大きいことから、電子でよく行われる球関数展開法を用いて解くことができない。ここに述べるPath Integral法はイオンの速度分布を求めるのに極めて有力な方法である。しかし実在のイオンーガスの問題に適用された例は無い。この手法をHe中H^+イオンスオームに適用して、速度分布が定常分布に収束する過程、およびその分布から求めた移動速度が実験結果と一致することを示した。また、電界震の状態下におけるイオンスオームの衝空による冷却過程が明らかになった。
gakkai-0000000119	放電生成ガスによる空気の電子付着係数の変化	密閉容器中で負性コロナ放電を行うと、コロナ放電特性が時間と共に変化する。これは放電生成ガス(オゾン,NOx etc)が生じて空気の成分が変化したためと考えられる。この放電生成ガスの影響を調べるためにドリフトチューブを用いて電子付着係数(η)の測定を行った。実験系のチェックのために、付着性気体である酸素ガスのηを求めた。その結果、満足のいく結果が得られたので、乾燥空気,放電生成ガスを含む空気のηの測定を行った。空気に放電生成ガスが含まれると、電子付着係数ηは、空気と比較してかなり大きくなる結果を得た。
gakkai-0000000123	放電パラメータ測定(21)-N_2+H_2+He三種混合ガスの電離係数-	アンモニア合成の放電プラズマにおいてN_2+H_2混合ガスにHeを混合することでプラズマ電流が増加する現象を、放電パラメータ(電離係数α_T, P_0,二次電離係数r_T)測定から考察するため、Heの混合率Kをパラメータにして測定した。その結果、電界E/P_0=ζ_0では、Heの混合率Kが増加するとα_T/P_0は増加しプラズマ電流が増加することと一致している。さらにE/P_0が大きくなりE/P_0=100以上になると最大値を持つ傾向が示された。r_Tは、ほぼ分圧比に対して指数的に増加している。これから、Heを混合すると二次作用は大きくなり、放電電流が増加することを示していると考えられる。
gakkai-0000000126	C_3H_8の電子衝突断面積と電子スオームパラメータ	プロパンC_3H_8は、メタン・エタンの次に大きな炭化水素分子である。気体エレクトロニクスの分野では、表面の炭素コーティング、および放射線計測の分野に用いられる。筆者らは、CH_4,C_2H_6の研究についで、C_3H_6のすべての電子衝突断面積の値を、電子ビーム実験データ、および電子スオームパラメータの値から決定した。その値を用いて、純粋のC_3H_8のE, N(電界の強さと気体数密度の比)の広い範囲の電子スオームパラメータの値を、また混合気体中の電子スオームパラメータの値を計算し、実験と比較した。
gakkai-0000000129	電子エネルギー分布関数のボルツマン方程式解析 28.SF_6とN_2混合ガスの解析(2)	絶縁材料として広く利用されているSF_6ガスは優れた電気的特性を持つが、不平等電界中で絶縁耐力が低下するなどの欠点もあるためairやN_2などと混合して用いる方法が研究されている。筆者らもSF_6ガス単体については電子衝突断面積のセットを数式で決定し、これを用いて各種スオームパラメータを理論的に解析してきた。そこで今回はSF_6, N_2混合ガスの特性を調査することを計画し、主にTOFパラメータの解析を行ったのでその結果について報告する。パラメータの算出には3項近似のボルツマン方程式を用いた。なお解析範囲はE/N=141〜707Tdである。
gakkai-0000000132	電極材料の仕事関数が前駆電流の成長に及ぼす影響	オゾン収率改善に多くの研究がなされているが、いまだ収率は低いままにとどまっている。著者らは、オゾンの低収率の要因の1つとしてオゾン破壊をひきおこす電流集中による部分的温度上昇を考え、仕事関数の制御により放電を制御することを考えてきた。とくに著者らは、電極材料と放電柱の数、低気圧で電流パルス波形を観測し低仕事関数で光電子放出の差と思われる観測結果を得た。今回、より高気圧で前駆電流の成長に注目し仕事関数と電流成長について観測した。Au電極での電流の成長定数は他と比べて大きく、予想とは異なった。このことが、直接、光電子放出性の差によるための結果であるかは今後、検討していく。
gakkai-0000000135	不平等電界中における離脱電子と電離領域の取扱いについて	負イオンからの離脱電子が初期電子として放電に与える影響を考えるとき、負イオンの衝突離脱係数を把握することは重要であり、著者らはこれを計算と実験から求めようとしてきた。これまでの計算では電離領域をα-η≧0となる電界に設定してきたが、不平等性の大きな電界では、電離領域内で離脱される電子のほかにこの領域外から供給される電子の寄与も大きいはずである。そこで、負イオンのドリフトを中心とした負イオン分布モデルを用いて、計算領域を変え、どの程度の電界領域から電離を計算するのが妥当であるかを検討した。
gakkai-0000000138	気体の電離係数(CLXVIII)-モンテカルロ法によるグロー放電のシミュレーションモデルー	筆者らは、半導体プラズマプロセシング技術に利用されている、低圧グロー放電を解析するモデルとして、モンテカルロ法に基づいた、新しいシミュレーションモデルを開発した。これは、シース領域のような非平衡部の電子エネルギー分布や、電極での境界条件を、正確に取り扱うことができるものである。本稿では、このモデルをRFグロー放電に適用し、モデルガスについてのシミュレーションを行ない、電子・イオン密度分布,電界分布,電子エネルギー分布の電極間位置及び時間に対する変化を調べている。
gakkai-0000000141	窒素中低気圧グロー放電のシミュレーション。XI;Energy方程式を用いた過渡RF放電のシミュレーション。	窒素中の過渡RFグロー放電のシミュレーションをContinuum Modelを行ないこれまでも報告してきたが、計算の過程において何等かの方法で電極の存在や電界の時間的,空間的変化にともなう電子スオームの非平衡性をとり入れる必要があった。我々はこれまで電離係α, Pの電極近傍での非平衡性をFriedlandの方法でとり入れてきたが、本報告では、エネルギー方程式を電子の連続の式と連立して解き、電離周波数の時間的,空間的変化を求める方法を適用し、プラズマCVDと関連した窒素ガス中、平行平板電極でのRF放電のシミュレーションを行なった結果を報告する。
gakkai-0000000144	pdの小さい領域における放電の発光強度分布と電子エネルギー分布	著者らは、放電開始電圧が最小となるpd値よりもpdの小さくなる領域における、定常放電の発光強度分布と電子エネルギー分布に着目した。本研究では、窒素を用いた場合の発光強度分布を実験により観測し、その結果に合うようなシミュレーションを試みた。このシミュレーションでは、定常状態における電界を始めに設定し、以後シミュレーションの最中に電界を変更することはない。また、電子エネルギーが高くなることが予想されるので、運動量伝達,電離と2種類の励起衝突のみを考慮した。その結果、電極間電圧が1000Vの場合、実験により得られた発光強度分布との差が10%以内に収まるようなシミュレーションができ、電子エネルギー分布を求めることができた。
gakkai-0000000147	オゾン生成反応における窒素放電光の効果	オゾナイザによりオゾンを生成する場合、原料気体として酸素を使用した時と、空気を使用した時では、モル分率を考慮に入れた生成効率では空気の方が高い。そこで、大気中の窒素が何等かの影響を与えていると考え、窒素の放電光に着目した。窒素の放電光には、酸素の励起、解離に有効な波長があり、その波長特性と窒素放電光の効果を調べた。その結果、波長特性は180nm付近に酸素の吸収が大きく、これは酸素の解離に有効な波長と考えられる。また、すべての波長を一度に照射してオゾンを生成したが、量的には、わずかな生成が確認された。これより、オゾン生成効率の高い要因を窒素放電光の効果によるものと考えることはできない。
gakkai-0000000150	二重放電型オゾナイザの放電特性-アノード電極構造とアーク転移率-	誘電体を用いないで、直接金属電極間で放電をつけてオゾンを生成させる二重放電型オゾナイザにおいて、陽極の構造がアーク転移率に及ぼす影響を調べた。陽極の構造が、近似ロゴウスキー形のもの、トリガ電極を持つが作動させないもの、トリガ電極を持ちトリガが作動するもの、陽極のトリガは作動するが陰極側が作動しないものの順にアーク転移率が高く、放電が不安定であることがわかった。これは形状による陽極の電界ひずみの他初期電子の分布も関係しているものと考えられる。従って交流で放電を行なうためには電極の構造にも工夫が必要である。
gakkai-0000000153	高圧放電による水分解と発光	100℃の高速水蒸気の流れの中に二本の対向するタングステン棒を固定し、交流12KV(60Hz)を印加した。放電により発生したガスを水置換により捕集し、分析したところ水素と酸素が2:1の比であった。オゾン、NOは検出されず、NO_2が約1ppm検出された。放電路は蒸気流によって流速の方向に流されるが二種類の発光領域に分離する。水素酸素発生効率は放電回路に直列に入れた抵抗Rが大きいほど良くなり、電流尖頭値、を小さく制限して、発光強度を小さくした方が良くなる。電流効率は静的分解のそれに比べ格段に大きな値をとるが、これは加速される電子やイオンのエネルギーが静的分解の場合よりも大きいためと考えられる。
gakkai-0000000156	SF_6ガスおよび空気中部分放電の電流波形	GIS内部における異常放電予知に関する基本的現象解明のため、SF_6ガスおよび空気中における短ギャップ棒対平板電極系の放電により生じる電流波形を、DC〜1GHzの広帯域オッシロスコープで測定した。0.5mmのギャップでは電極先端の形状にはかかわりなく、放電は火花形式で始まる。その空気での立上り、立下り時間は2^&lt;nsec&gt;,4^&lt;nsec&gt;程度であり、SF_6ガス中では幾分短かい。先端円錐状電極ではギャップ1mm以上において、まずコロナ放電が生じ、さらに印加電圧を上げると火花放電へ移行する。このコロナパルスにおいては、SF_6ガスの場合特に時間幅が空気の場合に比し顕著に短かくなる。この現象は、放電に伴って生じる放射電磁波の帯域幅が広くなることを示す。
gakkai-0000000160	イオン流帯電の短ギャップ放電による放射電磁波	イオン流帯電によって導体の電位が上昇するとギャップ放電が生じ、それに伴って電磁波が放出される。この場合の放射電磁波の周波数スペクトルを広帯域磁界センサーで測定した。短ギャップ放電では発生電磁波の帯域幅は広く、1GHz以上まで伸びる。これを高抵抗を通して直流高電圧を印加した場合の放電に基づく電磁波のスペクトル分布と比較すると、700MHz以上の高域でイオン流帯電によるスペクトルレベルより直流電源を印加した場合のそれは低い。これは電源回路の接続による対地容量の増加に基づくと考えられる。なお、帯電電位による逆電界で生じるイオンの流速と気流速とのバランス点で電位を概算すると放電のない場合は帯電電位は2倍以上になると推定できる。
